CsiNumber,Symbol,Name,Exchange,IsActive,StartDate,EndDate,ConversionFactor,SwitchCfDate,PreSwitchCf,SubExchange,ExchangeSymbol
6447,LAQ,"Latin America Equity Fund Inc (The)",AMEX,0,1990-07-25,2018-04-27,2,2001-01-29,-4,NYSE Mkt,LAQ
6500,AST,"Aim Strategic Income Fund Inc",AMEX,0,1989-03-28,1996-07-26,-4,,,,AST
6501,PF,"America First Prep Fund 2 Lp",AMEX,0,1990-02-22,1998-04-13,-4,,,,PF
6502,BCV,"Bancroft Fund Ltd",AMEX,1,1980-03-17,2021-08-03,2,2001-01-29,-4,NYSE Mkt,BCV
6503,CIM,"CIM High Yield Securities",AMEX,0,1990-02-22,2006-05-11,2,2001-01-29,-4,,CIM
6504,ECF,"Ellsworth Growth and Income Fund Ltd",AMEX,1,1986-06-23,2021-08-03,2,2001-01-29,-4,NYSE Mkt,ECF
6505,IBF,"First Iberian Fund Inc",AMEX,0,1989-01-30,1999-03-01,-4,,,,IBF
6506,IMF,"Smith Barney Disciplined Small Cap Fund",AMEX,0,1990-02-22,1997-06-20,-4,,,,IMF
6507,MIF,"MuniInsured Fund Inc",AMEX,0,1990-02-22,2004-06-04,2,2001-01-29,-4,,MIF
6508,MVF,"Blackrock MuniVest Fd Inc Common Stock",AMEX,1,1988-09-23,2021-08-03,2,2001-01-29,-4,NYSE,MVF
6509,GFX,"PLM Equipment Growth Fund",AMEX,0,1990-02-22,1996-03-22,-4,,,,GFX
6510,HKSW,"Salomon Hong Kong 30 Call Wt",AMEX,0,1993-11-08,1995-11-03,-4,,,,HKSW
6511,PHF,"Pacholder High Yield Fund Inc",AMEX,0,1988-11-18,2017-07-10,2,2001-01-29,-4,NYSE Mkt,PHF
6512,RII,"Resort Income Investors Inc",AMEX,0,1990-07-26,1996-05-01,-4,,,,RII
6513,VDC,"VDC Communication",AMEX,0,1998-07-09,2001-02-07,2,2001-01-29,-4,,VDC
6514,ASB,"Citigroup Gl  Market Inc",AMEX,0,1998-07-30,2005-08-01,2,2001-01-29,-4,,ASB
6516,IHM,"Merrill Lynch C MITTS 07",AMEX,0,2000-03-01,2007-03-05,2,2001-01-29,-4,,IHM
6526,VMN,"Del Inv MN Muni Inco Fd",AMEX,0,1992-04-27,2006-03-17,2,2001-01-29,-4,,VMN
6531,ABE,"Aberdn Emerging Marktes Smaller Company",AMEX,0,1992-06-18,2018-04-27,2,2001-01-29,-4,NYSE Mkt,ABE
6540,ISL,"Aberdeen Israel Fund Inc",AMEX,0,1992-10-22,2018-04-27,2,2001-01-29,-4,NYSE Mkt,ISL
6558,FCO,"Aberdeen Global Income Fund Inc",AMEX,1,1992-03-12,2021-08-03,2,2001-01-29,-4,NYSE Mkt,FCO
6579,UMR,"Unimar Inc",AMEX,0,1992-03-11,1999-09-24,-4,,,,UMR
6582,GAN,"Garan Inc",AMEX,0,1981-05-22,2002-09-06,2,2001-01-29,-4,,GAN
6583,CVR,"Chicago Rivet & Machine Co.",AMEX,1,1973-02-23,2021-08-03,2,2001-01-29,-4,NYSE Mkt,CVR
6588,BHC,"BHC Communications Inc Class A",AMEX,0,1990-01-12,2001-07-31,2,2001-01-29,-4,,BHC
6590,GFSA,"Giant Food Class A",AMEX,0,1991-09-03,1998-11-02,-4,,,,GFSA
6591,IVX,"IVAX Corp",AMEX,0,1991-08-21,2006-02-14,2,2000-09-25,-4,,IVX
6596,SHO,"Showpower Inc",AMEX,0,1998-06-16,2000-01-31,-4,,,,SHO
6597,ASR,"ASR Investments Corp",AMEX,0,1987-08-21,1998-03-30,-4,,,,ASR
6599,TCA,"Thermo Cardiosystems Inc",AMEX,0,1991-08-07,2001-02-14,2,2001-01-29,-4,,TCA
6920,CGR,"Cooker Restaurant Corp",AMEX,0,1989-09-21,2000-12-13,-4,,,,CGR
6989,VS,"Video Services Corp",AMEX,0,1994-02-08,2000-12-22,-4,,,,VS
6994,VCR,"Sensory Science",AMEX,0,1988-03-14,2001-06-28,2,2001-01-29,-4,,VCR
7002,MTI,"AM Intl Inc",AMEX,0,1996-07-22,2000-02-01,-4,,,,MTI
7045,BI,"Bell Industries",AMEX,0,1984-09-07,2008-04-24,2,2001-01-29,-4,,BI
7083,PCC,"PMC Commercial Trust",AMEX,0,1987-11-05,1992-07-10,-4,,,,PCC
7096,EKO,"Ekco Group",AMEX,0,1987-11-05,1999-09-17,-4,,,,EKO
7165,ECC,"Educational Computer",AMEX,0,1987-11-05,2003-10-15,2,2001-01-29,-4,,ECC
7186,CRF,"Cornerstone Strategic Return Fund Inc",AMEX,1,1987-11-05,2021-08-03,2,2001-01-29,-4,NYSE Mkt,CRF
7260,HWG,"Hallwood Group Inc",AMEX,0,1987-11-05,2014-05-16,2,2001-01-29,-4,,HWG
7339,KNA,"Knogo N Amer Corp",AMEX,0,1987-11-05,1997-02-20,-4,,,,KNA
7549,SLI,"SL Industries Inc",AMEX,0,1987-12-30,2016-06-01,2,2001-01-29,-4,NYSE Mkt,SLI
7618,SDP,"Sunsource Lp Cl A",AMEX,0,1987-12-30,2001-09-28,2,2001-01-29,-4,,SDP
7636,THK,"Thackeray Corp",AMEX,0,1987-12-30,2002-10-16,2,2001-01-29,-4,,THK
7702,VES,"Vestaur Securities Fund",AMEX,0,1988-01-05,2005-06-10,2,2001-01-29,-4,,VES
7772,FRG,"Furr's Restaurant Group Inc",AMEX,0,1988-01-05,2003-02-03,2,2001-01-29,-4,,FRG
7851,PCGT,"Pacific G & E 10.18 Pf",AMEX,0,1991-03-21,1992-09-30,-4,,,,PCGT
7852,PCGW,"Pacific G & E 10.28 Pf",AMEX,0,1991-03-21,1992-08-14,-4,,,,PCGW
7856,CNU,"Continuum Company Inc",AMEX,0,1991-04-01,1996-08-01,-4,,,,CNU
7940,FAJ,"Frontiers Adjuster Of America",AMEX,0,1992-01-20,2001-10-17,2,2001-01-29,-4,,FAJ
7955,NER,"Newcor Inc",AMEX,0,1992-01-02,2002-05-03,2,2001-01-29,-4,,NER
8059,ADG,"The Allied Defense Group Inc",AMEX,0,1984-09-07,2010-10-19,2,2001-01-29,-4,,ADG
8091,ARI,"ARI Holdings Inc",AMEX,0,1986-06-12,1995-09-21,-4,,,,ARI
8187,VIS,"VSI Holdings",AMEX,0,1990-03-26,2002-08-21,2,2001-01-29,-4,,VIS
8269,CII,"CII Financial",AMEX,0,1990-03-26,1995-11-01,-4,,,,CII
8355,CFX,"CFX Corp",AMEX,0,1990-03-26,1998-04-13,-4,,,,CFX
8356,CYE,"Cheyenne Software Inc",AMEX,0,1990-03-26,1996-12-03,-4,,,,CYE
8484,CMD,"Criticare Systems Inc",AMEX,0,1990-03-26,2008-09-30,2,2001-04-09,-4,,CMD
8565,PNO,"Panaco Inc",AMEX,0,1992-02-03,2003-01-27,2,2001-01-29,-4,,PNO
8576,IRC,"Interline Resources Corp",AMEX,0,1993-12-17,1997-08-29,-4,,,,IRC
8683,FCT,"First City Bancorp Inc",AMEX,0,1990-03-26,1996-03-08,-4,,,,FCT
8710,GKI,"General Kinetics",AMEX,0,1991-06-17,1997-05-30,-4,,,,GKI
8719,GGO,"Getchell Gold Corp",AMEX,0,1990-03-26,1999-05-27,-4,,,,GGO
8755,FEP,"Franklin Electronic Publishers",AMEX,0,1990-03-26,2010-03-05,2,2001-01-29,-4,,FEP
8773,GBL,"Gamma Biologicals",AMEX,0,1990-03-26,1998-11-02,-4,,,,GBL
8823,EGAS,"Gas Natural Inc",AMEX,0,1986-01-09,2017-08-17,2,2001-04-09,-4,NYSE Mkt,EGAS
8839,GUL,"Gull Laboratories Inc",AMEX,0,1990-03-26,1998-11-05,-4,,,,GUL
8843,HDR,"HPSC Inc",AMEX,0,1990-03-26,2004-01-13,2,2000-09-25,-4,,HDR
8970,ICL,"Intellicall Inc",AMEX,0,1990-03-26,2001-03-23,2,2001-01-29,-4,,ICL
9060,SSY,"SunLink Health Systems Inc",AMEX,1,1980-03-18,2021-08-03,2,2001-01-29,-4,NYSE Mkt,SSY
9215,MAB,"MidAmerica Bancorp",AMEX,0,1990-03-26,2002-03-11,2,2001-01-29,-4,,MAB
9218,MMS,"Mid Maine Savings Bk Fsb",AMEX,0,1990-03-26,1994-08-01,-4,,,,MMS
9346,REX,"Rexx Environmental Corp",AMEX,0,1990-03-26,2000-09-20,-4,,,,REX
9347,PHN,"Phonetel Technology Inc",AMEX,0,1993-11-24,1999-02-12,-4,,,,PHN
9415,PHO,"Peoples Telephone Co Inc",AMEX,0,1990-03-26,1998-12-23,-4,,,,PHO
9455,PKA,"Polk Audio Inc",AMEX,0,1990-03-26,1999-05-21,-4,,,,PKA
9485,PZA,"Provena Foods Inc",AMEX,0,1990-03-28,2006-12-27,2,2001-01-29,-4,,PZA
9513,TBA,"TBA Entertainment",AMEX,0,1994-02-17,2004-06-30,2,2001-04-09,-4,,TBA
9519,RCH,"Rauch Industries",AMEX,0,1990-03-26,1996-02-15,-4,,,,RCH
9524,RER,"Red Eagle Resources Corp",AMEX,0,1990-03-26,1995-02-21,-4,,,,RER
9525,REF,"Refac Optical",AMEX,0,1990-03-26,2007-04-27,2,2001-01-29,-4,,REF
9546,RFH,"Richfood Hldgs Inc Class A",AMEX,0,1990-03-26,1999-08-31,-4,,,,RFH
9551,RPC,"Roberts Pharmaceutical Corp",AMEX,0,1990-03-26,1999-12-22,-4,,,,RPC
9600,VBR,"Varsity Brands",AMEX,0,1991-06-27,2003-09-25,2,2001-01-29,-4,,VBR
9652,MBE,"Malibu Entertainment Worldwide",AMEX,0,1993-11-03,2000-06-23,-4,,,,MBE
9677,AHNA,"ATC Healthcare",AMEX,0,1990-03-26,2011-02-09,2,2001-04-09,-4,,AHNA
9708,PEX,"Petrocorp Inc",AMEX,0,1993-10-29,2004-01-30,2,2001-01-29,-4,,PEX
9778,TMP,"Tompkins Financial Corp",AMEX,1,1986-06-02,2021-08-03,2,2001-01-29,-4,NYSE Mkt,TMP
9807,UNI,"Uni-Marts Inc",AMEX,0,1990-03-26,2004-07-02,2,2001-01-29,-4,,UNI
9810,UFR,"Uniforce Services Inc",AMEX,0,1990-03-26,1997-12-03,-4,,,,UFR
9837,USI,"US Intec Inc",AMEX,0,1990-03-27,1995-10-26,-4,,,,USI
9870,VRO,"Vanguard Real Est Fd I Com Fr",AMEX,0,1990-03-27,1996-04-30,-4,,,,VRO
9886,FZN,"Cuisine Solutions Inc",AMEX,0,1990-03-26,2009-09-09,2,2001-04-09,-4,,FZN
9890,VRA,"Viratek Inc",AMEX,0,1990-03-26,1994-11-14,-4,,,,VRA
9894,FQE,"Fuqua Enterprise",AMEX,0,1990-03-26,1997-12-30,-4,,,,FQE
9986,PRK,"Park National Corp",AMEX,1,1990-08-31,2021-08-03,2,2001-01-29,-4,NYSE Mkt,PRK
9995,CVM,"Cel-Sci Corp",AMEX,1,1983-12-08,2021-08-03,2,2000-09-25,-4,NYSE Mkt,CVM
11214,MEH,"Midwest Air Group",AMEX,0,1995-09-22,2008-02-08,2,2001-01-29,-4,,MEH
11217,WBR,"Wyndham Intl",AMEX,0,1995-09-27,2005-09-06,2,2001-01-29,-4,,WBR
11461,BVB,"Bridge View Bancorp",AMEX,0,1996-12-23,2003-05-01,2,2001-01-29,-4,,BVB
11485,YSB,"Smith Barney S&P 500 Wt",AMEX,0,1997-03-11,2002-03-11,2,2001-01-29,-4,,YSB
11506,NSO,"NStor Technologies Inc",AMEX,0,1997-04-21,2005-09-08,2,2001-01-29,-4,,NSO
11639,AXM,"Apex Morgage Capital Inc",AMEX,0,1997-12-04,2003-12-04,2,2000-09-25,-4,,AXM
11687,CIX,"CompX International Inc",AMEX,1,1998-03-06,2021-08-03,2,2001-01-29,-4,NYSE Mkt,CIX
11733,HWK,"Hawk Corp Cl A",AMEX,0,1998-05-13,2011-04-21,2,2001-01-29,-4,,HWK
11807,EEM,"Merrill Lynch Inc MITTS",AMEX,0,1998-06-03,2002-12-06,2,2001-01-29,-4,,EEM
11811,EZMB,"E-Z-EM Inc Cl B",AMEX,0,1998-06-03,2002-10-21,2,2001-01-29,-4,,EZMB
11812,FAB,"Firstfed American Bancorp Inc",AMEX,0,1998-06-03,2004-05-17,2,2001-01-29,-4,,FAB
11877,MLH,"Merrill Lynch MITTS 2001",AMEX,0,1998-06-03,2001-10-31,2,2001-01-29,-4,,MLH
11878,MMG+,"Metromedia International Group Inc pf",AMEX,0,1998-06-03,2003-02-28,2,2000-09-25,-4,,MMG+
11885,MTT,"Merrill Lynch MITTS 2006",AMEX,0,1998-06-03,2006-08-15,2,2001-01-29,-4,,MTT
11907,OPG,"Merrill Lynch Inc ORCL 2003",AMEX,0,1998-06-03,2000-05-18,-4,,,,OPG
11918,PGT,"Merrill Lynch TBR PGS 2005",AMEX,0,1998-06-03,2005-05-19,2,2001-01-29,-4,,PGT
11926,PTT,"Peak Trends Trust",AMEX,0,1998-06-03,2001-05-14,2,2001-01-29,-4,,PTT
11935,RUM,"Merrill Lynch MITTS 2004",AMEX,0,1998-06-03,2004-09-30,2,2001-01-29,-4,,RUM
11970,YCS,"Lehman Brothers Holdings Inc CSCO YEELD",AMEX,0,1998-06-03,2001-02-26,2,2001-01-29,-4,,YCS
11997,DHY,"Credit Suisse High Yield Bond Fund",AMEX,1,1998-07-29,2021-08-03,2,2001-01-29,-4,NYSE Mkt,DHY
11999,CLV,"Classic Vacation Group",AMEX,0,1998-07-31,2002-03-22,2,2001-01-29,-4,,CLV
12023,TRT,"Trio-Tech International",AMEX,1,1992-06-16,2021-08-03,2,2001-01-29,-4,NYSE Mkt,TRT
12107,MNG,"Miramar Mining",AMEX,0,1995-06-12,2008-03-27,2,2001-04-09,-4,,MNG
12254,DIT,"AMCON Distributing Co",AMEX,1,1995-08-04,2021-08-03,2,2001-01-29,-4,NYSE Mkt,DIT
12275,TPC,"Top Air Manufacturing",AMEX,0,1995-08-14,2000-12-15,-4,,,,TPC
12300,BRR,"ACR Group Inc",AMEX,0,1990-04-26,2007-08-17,2,2001-04-09,-4,,BRR
12306,HWCR,"Headway Corp Resources",AMEX,0,1995-02-15,2003-07-23,2,2001-01-29,-4,,HWCR
12327,IPA,"Interpharm Hlgd",AMEX,0,1993-02-17,2008-05-01,2,2001-01-29,-4,,IPA
12404,DMC,"Dairy Mart Convenience Stores Cl A",AMEX,0,1995-08-18,2001-10-25,2,2001-01-29,-4,,DMC
12456,MWH,"Baycorp Holdings Ltd",AMEX,0,1995-08-18,2005-12-05,2,2001-01-29,-4,,MWH
12488,IBK,"Independent Bankshares",AMEX,0,1995-08-18,2000-08-14,-4,,,,IBK
12567,VEI,"Vista Energy",AMEX,0,1995-08-18,2000-05-19,-4,,,,VEI
12581,NEN,"New England Realty Assoc",AMEX,1,1987-11-19,2021-08-03,2,2001-04-09,-4,NYSE Mkt,NEN
12607,OTR,"OTR Express Inc",AMEX,0,1995-08-18,2001-05-11,2,2001-01-29,-4,,OTR
12671,REO,"REA Gold Corp",AMEX,0,1995-08-18,1998-01-09,-4,,,,REO
12712,SKC,"Skyline Chili Inc",AMEX,0,1995-08-18,1998-04-29,-4,,,,SKC
12721,SKKA,"Spinnaker Industries Inc cl A",AMEX,0,1995-08-18,2001-12-13,2,2001-01-29,-4,,SKKA
12754,ECP,"Canterbury Park Hldgs",AMEX,0,1995-08-18,2008-08-25,2,2001-04-09,-4,,ECP
12773,UUU,"Universal Security Instruments Inc",AMEX,1,1981-11-12,2021-08-03,2,2001-04-09,-4,NYSE Mkt,UUU
12830,KFI,"Krause Furniture",AMEX,0,1995-08-30,2001-09-10,2,2001-01-29,-4,,KFI
12919,ELLO,"Ellomay Capital Ltd",AMEX,1,1995-10-06,2021-08-03,2,2001-04-09,-4,NYSE Mkt,ELLO
12945,SRS,"ARV Assisted Living Inc",AMEX,0,1995-10-18,2003-04-25,2,2001-01-29,-4,,SRS
13000,KTZ,"Katz Media Group",AMEX,0,1995-04-12,1997-10-28,-4,,,,KTZ
13002,FNH,"First Natl Bankshares",AMEX,0,1995-04-19,1997-02-28,-4,,,,FNH
13003,TSH,"Teche Holdings",AMEX,0,1995-04-19,2014-05-30,2,2001-01-29,-4,,TSH
13004,OMG,"Omni Multimedia Group",AMEX,0,1995-04-25,1998-04-27,-4,,,,OMG
13005,NBT,"National Bancshares Of Texas",AMEX,0,1995-05-02,2001-12-31,2,2001-01-29,-4,,NBT
13006,LSR,"Laser Tech",AMEX,0,1995-06-12,1999-01-26,-4,,,,LSR
13007,HSR,"Hi Shear Tech Corp",AMEX,0,1995-06-12,2009-12-04,2,2001-01-29,-4,,HSR
13009,OSH,"Oshman Sporting Goods",AMEX,0,1995-06-22,2001-06-08,2,2001-01-29,-4,,OSH
13011,FTF,"Texarkana First Financiall Corp",AMEX,0,1995-07-07,2000-11-01,-4,,,,FTF
13013,DMMA,"Dia Met Minerals Ltd Cl A",AMEX,0,1995-07-14,2001-08-06,2,2001-01-29,-4,,DMMA
13014,DMMB,"Dia Met Minerals Ltd Cl B",AMEX,0,1995-07-14,2001-08-06,2,2001-01-29,-4,,DMMB
13015,CZF,"Citisave Financial Corp",AMEX,0,1995-07-14,1997-08-01,-4,,,,CZF
13016,DAY,"Dayton Mining Corp",AMEX,0,1995-07-25,2002-04-15,2,2001-01-29,-4,,DAY
13017,THS,"Thermospectra Corp",AMEX,0,1995-08-04,1999-12-10,-4,,,,THS
13018,ATH,"Advanced Therapeutic Systems",AMEX,0,1995-08-14,1996-10-29,-4,,,,ATH
13019,ADK,"Allied Digital Tech",AMEX,0,1993-09-22,1995-08-31,-4,,,,ADK
13020,AEK,"Salomon AMGN Elk",AMEX,0,1994-01-07,1997-01-31,-4,,,,AEK
13021,AIA,"Amer Insured Mtg Inv 84",AMEX,0,1986-07-08,2004-02-24,2,2001-01-29,-4,,AIA
13022,AII,"Amer Insured Mtg Inv 85",AMEX,0,1994-06-08,2005-08-29,2,2001-01-29,-4,,AII
13023,AIJ,"Amer Insured Mtg Inv 86",AMEX,0,1994-01-19,2004-02-13,2,2001-01-29,-4,,AIJ
13024,AIK,"Amer Insured Mtg Inv 88",AMEX,0,1994-01-19,2004-02-13,2,2001-01-29,-4,,AIK
13026,ASW,"Audits & Surveys Inc",AMEX,0,1984-09-07,1999-03-25,-4,,,,ASW
13027,AYN,"Lehman Bro Hld Amgen",AMEX,0,1993-12-23,1997-01-15,-4,,,,AYN
13028,AZEB,"American Maize-Prod Cl B",AMEX,0,1984-09-07,1995-11-07,-4,,,,AZEB
13029,BCT,"Blackrock Broad Inv Gr 2009 Term",AMEX,0,1993-06-21,2009-10-22,2,2001-01-29,-4,,BCT
13030,BILB,"Bio-Rad Laboratories Inc Cl B",AMEX,0,1984-09-07,1998-11-04,-4,,,,BILB
13031,BKG,"Lehman Bro Region Bk",AMEX,0,1994-12-01,1996-12-04,-4,,,,BKG
13032,BND,"Bankers Tr NY Conv",AMEX,0,1993-06-14,1997-04-15,-4,,,,BND
13033,BPB,"Bankers Trust Shrs Pf",AMEX,0,1995-05-17,1998-08-14,-4,,,,BPB
13034,BPR,"Bankers Trust Dep",AMEX,0,1995-03-13,1998-06-03,-4,,,,BPR
13035,CISB,"Concord Fabrics Inc Cl B",AMEX,0,1995-08-18,1999-09-14,-4,,,,CISB
13036,CRA,"Capital Realty Tax Ex LP I",AMEX,0,1995-08-18,1996-12-05,-4,,,,CRA
13037,CRB,"Capital Realty Tax Ex LP II",AMEX,0,1995-08-18,1996-12-05,-4,,,,CRB
13038,CRL,"Capital Realty Tax Ex LP III",AMEX,0,1995-08-18,1996-12-05,-4,,,,CRL
13039,DLK,"Salomon Inc DEC Elk",AMEX,0,1995-08-18,1996-08-01,-4,,,,DLK
13040,ETZA,"ETZ Lavud Cl A",AMEX,0,1995-08-18,2003-07-01,2,2001-01-29,-4,,ETZA
13042,FAD,"Franklin Advantage Re",AMEX,0,1995-08-18,1996-05-09,-4,,,,FAD
13043,FIN,"Franklin Real Estate",AMEX,0,1995-08-18,1996-05-09,-4,,,,FIN
13044,PRG,"Phoenix Rest",AMEX,0,1995-08-18,2001-02-16,2,2001-01-29,-4,,PRG
13045,FSN,"Franklin Select RE Trust",AMEX,0,1995-08-18,2000-02-29,-4,,,,FSN
13046,GCM,"Greenwich Street Cal Muni Fd",AMEX,0,1995-08-18,2002-01-16,2,2001-01-29,-4,,GCM
13048,HLA,"Highlander Income Fund",AMEX,0,1995-08-18,1998-07-20,-4,,,,HLA
13049,HLK,"Salomon Inc HWP Els",AMEX,0,1995-08-18,1996-12-31,-4,,,,HLK
13051,HMG,"HMG/Courtland Properties Inc",AMEX,1,1973-02-21,2021-08-03,2,2001-01-29,-4,NYSE Mkt,HMG
13052,HO,"Home Oil Co Ltd",AMEX,0,1995-08-18,1995-09-29,-4,,,,HO
13053,IGS,"M Stanley GT PERQS 97",AMEX,0,1995-08-18,1997-06-30,-4,,,,IGS
13054,INS,"Intelligent Systems Corp",AMEX,1,1987-01-02,2021-08-03,2,2001-01-29,-4,NYSE,INS
13055,ITC,"Intelligent Controls",AMEX,0,1995-08-18,2002-07-16,2,2001-01-29,-4,,ITC
13056,LXR,"LXR Biotechnology Inc",AMEX,0,1995-08-18,1999-08-02,-4,,,,LXR
13057,LXU,"Luxtec Corp",AMEX,0,1995-08-18,2000-11-17,-4,,,,LXU
13058,MCP,"Bear Stearns MRK Chip",AMEX,0,1995-08-18,1997-02-20,-4,,,,MCP
13059,MDY,"SPDR MidCap Trust Series I",AMEX,1,1995-05-04,2021-08-03,2,2001-01-29,-4,NYSE ARCA,MDY
13060,MEK,"Salomon Inc MSFT Com",AMEX,0,1995-08-18,1996-10-31,-4,,,,MEK
13061,MHE,"BlackRock Massachusetts Tax-Exempt Trust",AMEX,0,1993-07-23,2021-04-16,2,2001-01-29,-4,NYSE,MHE
13062,MNB,"Minnesota Muni Term Trust II",AMEX,0,1995-08-18,2003-04-02,2,2001-01-29,-4,,MNB
13064,MPF,"Meridian Point Rlty V",AMEX,0,1995-08-18,1996-02-23,-4,,,,MPF
13065,MPH,"Meridian Point Rlty 8",AMEX,0,1995-08-18,1998-06-03,-4,,,,MPH
13066,MRIB,"McRae Ind Cl B",AMEX,0,1995-08-18,2005-12-02,2,2001-01-29,-4,,MRIB
13067,MSW,"Mission West Properties",AMEX,0,1995-08-18,1998-01-21,-4,,,,MSW
13068,MUY,"Lehman Bros Hldngs MICN Elks",AMEX,0,1995-08-18,1997-08-01,-4,,,,MUY
13069,MXA,"Minnesota Muni Income Port",AMEX,0,1995-08-18,2014-10-03,2,2001-01-29,-4,,MXA
13070,MXT,"M Stanley TMX PERQS",AMEX,0,1995-08-18,1997-10-01,-4,,,,MXT
13071,MZA,"Blackrock MuniYld AZ Fd Inc",AMEX,0,1993-11-15,2021-04-16,2,2001-01-29,-4,NYSE,MZA
13072,NCU,"Nuveen CA Premium Income Muni Fund",AMEX,0,1995-08-18,2014-06-06,2,2001-01-29,-4,,NCU
13074,NPG,"Nuveen GA Premium Income Muni Fund",AMEX,0,1995-08-18,2012-07-06,2,2001-01-29,-4,,NPG
13075,NPW,"Nuveen WA Premium Income Muni Fund",AMEX,0,1995-08-18,1999-09-10,-4,,,,NPW
13076,OLK,"Salomon Inc ORCL Elks",AMEX,0,1995-08-18,1996-10-23,-4,,,,OLK
13077,PC,"Pricellular Corp",AMEX,0,1995-08-18,1998-06-26,-4,,,,PC
13078,PCA,"Putnam CA Inv Grd Mun",AMEX,0,1995-08-18,2007-04-20,2,2001-01-29,-4,,PCA
13080,PDL.B,"Presidential Realty Cl B",AMEX,0,1995-08-18,2012-01-09,2,2001-01-29,-4,,PDL.B
13082,PML,"Putnam Inv Grd Mun Tr III",AMEX,0,1995-08-18,2001-07-24,2,2001-01-29,-4,,PML
13083,PMN,"Putnam NY Inv Grd Mun",AMEX,0,1995-08-18,2007-07-03,2,2001-01-29,-4,,PMN
13086,PSK,"Public Storage Prop IX Inc",AMEX,0,1995-08-18,1996-03-27,-4,,,,PSK
13087,PSL,"Public Storage Prop X Inc",AMEX,0,1995-08-18,1996-09-17,-4,,,,PSL
13089,PSN,"Public Storage Prop XII Inc",AMEX,0,1995-08-18,1996-09-17,-4,,,,PSN
13090,PSP,"Public Storage Prop XIV Inc",AMEX,0,1995-08-18,1997-04-15,-4,,,,PSP
13091,PSQ,"Public Storage Prop XV Inc",AMEX,0,1995-08-18,1997-04-15,-4,,,,PSQ
13092,PSU,"Public Storage Prop XVI Inc",AMEX,0,1995-08-18,1997-06-24,-4,,,,PSU
13093,PSV,"Public Storage Props XVII Inc",AMEX,0,1995-08-18,1997-06-24,-4,,,,PSV
13094,PSW,"Public Storage Prop XVIII Inc",AMEX,0,1995-08-18,1997-06-24,-4,,,,PSW
13095,PSY,"Public Storage Props XIX Inc",AMEX,0,1995-08-18,1997-06-24,-4,,,,PSY
13096,PSZ,"Public Storage Prop XX Inc",AMEX,0,1995-08-18,1998-05-11,-4,,,,PSZ
13097,RAA,"Blackrock CA Inv Qual Muni Tr",AMEX,0,1995-08-18,2011-04-21,2,2001-01-29,-4,,RAA
13098,RFA,"Blackrock FL Inv Qual Muni Tr",AMEX,0,1995-08-18,2012-06-12,2,2001-01-29,-4,,RFA
13099,RNJ,"Blackrock NJ Inv Qual Muni Tr",AMEX,0,1995-08-18,2012-07-11,2,2001-01-29,-4,,RNJ
13100,RNY,"Blackrock NY Inv Qual Muni Tr",AMEX,0,1995-08-18,2012-07-11,2,2001-01-29,-4,,RNY
13101,SCEQ,"Southern Calif Ed Qui",AMEX,0,1995-08-18,2004-01-23,2,2001-01-29,-4,,SCEQ
13103,SEK,"Salomon Inc SNPL Elks",AMEX,0,1995-08-18,1997-01-31,-4,,,,SEK
13104,SIM,"Grupo Simec S.A. de C.V.",AMEX,1,1993-07-01,2021-08-03,2,2001-01-29,-4,NYSE Mkt,SIM
13105,SIS,"Paine Webber Grp S&P 400",AMEX,0,1995-08-18,2000-06-02,-4,,,,SIS
13106,SMCA,"Smith A O Cl A",AMEX,0,1995-08-18,2002-08-06,2,2001-01-29,-4,,SMCA
13107,SNR,"Sunair Services Inc",AMEX,0,1995-08-18,2009-12-24,2,2001-01-29,-4,,SNR
13108,SVGB,"Stevens Intl Corp Cl B",AMEX,0,1995-08-18,1999-08-02,-4,,,,SVGB
13109,SVN,"Spectravision Inc Cl",AMEX,0,1995-08-18,1996-10-31,-4,,,,SVN
13110,SXT,"Lehman Bros Hld Glo Suns 2000",AMEX,0,1995-08-18,2000-05-01,-4,,,,SXT
13111,ANE,"Alliance Bancorp of New England Inc",AMEX,0,1995-08-18,2004-04-01,2,2001-01-29,-4,,ANE
13112,TBSA,"Turner Broadcasting Sys Cl A",AMEX,0,1995-08-18,1996-10-15,-4,,,,TBSA
13113,TDDA,"Three D Dept Cl A",AMEX,0,1995-08-18,1997-02-28,-4,,,,TDDA
13114,TDDB,"Three D Dept Cl B",AMEX,0,1995-08-18,1997-02-28,-4,,,,TDDB
13116,TGB,"Triple A & Govt 1997",AMEX,0,1995-08-18,1997-06-27,-4,,,,TGB
13117,AGD,"Alarmguard Holdings",AMEX,0,1995-08-18,1999-02-17,-4,,,,AGD
13118,THM,"Thermwood Corp",AMEX,0,1995-08-18,2001-11-20,2,2001-01-29,-4,,THM
13119,TNI,"Transcisco Ind",AMEX,0,1995-08-18,1996-09-03,-4,,,,TNI
13120,TNZB,"Tranzonic Cos B",AMEX,0,1995-08-18,1996-08-07,-4,,,,TNZB
13122,TTT,"Thermo Terratech Inc",AMEX,0,1995-08-18,2000-09-25,-4,,,,TTT
13124,VAZ,"Del Inv AZ Muni Inco Fd",AMEX,0,1995-08-18,2011-06-17,2,2001-01-29,-4,,VAZ
13125,VCF,"Delwre Clrdo Mun",AMEX,1,1993-07-22,2021-08-03,2,2001-01-29,-4,NYSE Mkt,VCF
